n_samples,Distribution,Algorithm,Accuracy,Precision,Recall,F1 Score,Time
5500,circles,KMeans,0.9716363636363636,0.7163636363636363,0.7163636363636363,0.7163636363636363,4.3423
5500,circles,DBSCAN,0.9892727272727273,0.9736842105263158,0.8072727272727273,0.882703777335984,0.0464
5500,circles,Isolation Forest,0.9810909090909091,0.8109090909090909,0.8109090909090909,0.8109090909090909,0.6923
5500,circles,Z-Score,0.9876363636363636,1.0,0.7527272727272727,0.8589211618257261,0.0010
5500,circles,IQR,0.7958181818181819,0.17334360554699538,0.8181818181818182,0.28607755880483154,0.0918
6000,normal,KMeans,0.974,0.74,0.74,0.74,5.1950
6000,normal,DBSCAN,0.9743333333333334,0.689119170984456,0.8866666666666667,0.7755102040816326,0.0505
6000,normal,Isolation Forest,0.986,0.86,0.86,0.86,0.2792
6000,normal,Z-Score,0.9806666666666667,0.7839506172839507,0.8466666666666667,0.8141025641025641,0.0010
6000,normal,IQR,0.9333333333333333,0.42260061919504643,0.91,0.5771670190274841,0.1012
6000,blobs,KMeans,0.989,0.89,0.89,0.89,5.2256
6000,blobs,DBSCAN,0.9905,0.8761609907120743,0.9433333333333334,0.9085072231139647,0.0510
6000,blobs,Isolation Forest,0.988,0.88,0.88,0.88,0.2863
6000,blobs,Z-Score,0.9803333333333333,1.0,0.6066666666666667,0.7551867219917012,0.0010
6000,blobs,IQR,0.7898333333333334,0.13515565679574792,0.5933333333333334,0.22016079158936303,0.1021
6000,moons,KMeans,0.978,0.78,0.78,0.78,5.2335
6000,moons,DBSCAN,0.9936666666666667,0.9425675675675675,0.93,0.9362416107382551,0.0417
6000,moons,Isolation Forest,0.9843333333333333,0.8433333333333334,0.8433333333333334,0.8433333333333334,0.2873
6000,moons,Z-Score,0.9853333333333333,1.0,0.7066666666666667,0.828125,0.0010
6000,moons,IQR,0.9828333333333333,1.0,0.6566666666666666,0.7927565392354124,0.0921
6000,circles,KMeans,0.9613333333333334,0.6133333333333333,0.6133333333333333,0.6133333333333333,5.3645
6000,circles,DBSCAN,0.9955,0.9627118644067797,0.9466666666666667,0.9546218487394958,0.0377
6000,circles,Isolation Forest,0.9733333333333334,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.2878
6000,circles,Z-Score,0.9816666666666667,1.0,0.6333333333333333,0.7755102040816326,0.0010
6000,circles,IQR,0.9806666666666667,1.0,0.6133333333333333,0.7603305785123967,0.0923
6500,normal,KMeans,0.9713846153846154,0.7138461538461538,0.7138461538461538,0.7138461538461538,6.3359
6500,normal,DBSCAN,0.9870769230769231,0.903010033444816,0.8307692307692308,0.8653846153846154,0.0720
6500,normal,Isolation Forest,0.9846153846153847,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.3047
6500,normal,Z-Score,0.9798461538461538,0.760752688172043,0.8707692307692307,0.812051649928264,0.0013
6500,normal,IQR,0.9306153846153846,0.4125,0.9138461538461539,0.5684210526315789,0.0989
6500,blobs,KMeans,0.9796923076923076,0.796923076923077,0.796923076923077,0.796923076923077,6.2045
6500,blobs,DBSCAN,0.9689230769230769,1.0,0.37846153846153846,0.5491071428571429,0.1198
6500,blobs,Isolation Forest,0.9833846153846154,0.8338461538461538,0.8338461538461538,0.8338461538461538,0.2866
6500,blobs,Z-Score,0.9873846153846154,0.9919028340080972,0.7538461538461538,0.8566433566433567,0.0010
6500,blobs,IQR,0.9804615384615385,1.0,0.6092307692307692,0.7571701720841301,0.0985
6500,moons,KMeans,0.9796923076923076,0.796923076923077,0.796923076923077,0.796923076923077,6.2188
6500,moons,DBSCAN,0.9718461538461538,1.0,0.4369230769230769,0.6081370449678801,0.0807
6500,moons,Isolation Forest,0.984,0.84,0.84,0.84,0.2974
6500,moons,Z-Score,0.986,1.0,0.72,0.8372093023255814,0.0010
6500,moons,IQR,0.9843076923076923,1.0,0.6861538461538461,0.8138686131386861,0.1036
6500,circles,KMeans,0.9701538461538461,0.7015384615384616,0.7015384615384616,0.7015384615384616,6.2061
6500,circles,DBSCAN,0.996,0.9901639344262295,0.9292307692307692,0.9587301587301588,0.0442
6500,circles,Isolation Forest,0.9815384615384616,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.3018
6500,circles,Z-Score,0.9838461538461538,1.0,0.676923076923077,0.8073394495412844,0.0010
6500,circles,IQR,0.9756923076923077,1.0,0.5138461538461538,0.6788617886178862,0.1012
7000,normal,KMeans,0.9694285714285714,0.6942857142857143,0.6942857142857143,0.6942857142857143,7.1898
7000,normal,DBSCAN,0.9822857142857143,0.8087431693989071,0.8457142857142858,0.8268156424581006,0.0639
7000,normal,Isolation Forest,0.9831428571428571,0.8314285714285714,0.8314285714285714,0.8314285714285714,0.3052
7000,normal,Z-Score,0.9792857142857143,0.7621483375959079,0.8514285714285714,0.8043184885290149,0.0010
7000,normal,IQR,0.9264285714285714,0.39751552795031053,0.9142857142857143,0.5541125541125541,0.1059
7000,blobs,KMeans,0.99,0.9,0.9,0.9,7.2370
7000,blobs,DBSCAN,0.987,0.8261964735516373,0.9371428571428572,0.8781793842034806,0.0571
7000,blobs,Isolation Forest,0.988,0.88,0.88,0.88,0.2964
7000,blobs,Z-Score,0.9804285714285714,1.0,0.6085714285714285,0.7566607460035524,0.0010
7000,blobs,IQR,0.961,1.0,0.22,0.36065573770491804,0.1011
7000,moons,KMeans,0.9737142857142858,0.7371428571428571,0.7371428571428571,0.7371428571428571,7.1366
7000,moons,DBSCAN,0.9848571428571429,0.8465909090909091,0.8514285714285714,0.8490028490028491,0.0467
7000,moons,Isolation Forest,0.9802857142857143,0.8028571428571428,0.8028571428571428,0.8028571428571428,0.2944
7000,moons,Z-Score,0.9835714285714285,1.0,0.6714285714285714,0.8034188034188035,0.0010
7000,moons,IQR,0.981,0.9954337899543378,0.6228571428571429,0.7662565905096661,0.1024
7000,circles,KMeans,0.9722857142857143,0.7228571428571429,0.7228571428571429,0.7228571428571429,7.0961
7000,circles,DBSCAN,0.9877142857142858,0.9049079754601227,0.8428571428571429,0.8727810650887574,0.0482
7000,circles,Isolation Forest,0.9805714285714285,0.8057142857142857,0.8057142857142857,0.8057142857142857,0.2974
7000,circles,Z-Score,0.9868571428571429,1.0,0.7371428571428571,0.8486842105263158,0.0010
7000,circles,IQR,0.987,0.9814126394052045,0.7542857142857143,0.8529886914378029,0.1035
7500,normal,KMeans,0.9749333333333333,0.7493333333333333,0.7493333333333333,0.7493333333333333,8.1327
7500,normal,DBSCAN,0.9822666666666666,0.7867298578199052,0.8853333333333333,0.8331242158092849,0.0637
7500,normal,Isolation Forest,0.9882666666666666,0.8826666666666667,0.8826666666666667,0.8826666666666667,0.2797
7500,normal,Z-Score,0.9865333333333334,0.8663101604278075,0.864,0.8651535380507344,0.0011
7500,normal,IQR,0.9406666666666667,0.4544270833333333,0.9306666666666666,0.6106736657917761,0.1109
7500,blobs,KMeans,0.9802666666666666,0.8026666666666666,0.8026666666666666,0.8026666666666666,8.1612
7500,blobs,DBSCAN,0.9888,0.8798955613577023,0.8986666666666666,0.8891820580474934,0.0676
7500,blobs,Isolation Forest,0.9842666666666666,0.8426666666666667,0.8426666666666667,0.8426666666666667,0.2900
7500,blobs,Z-Score,0.9852,0.9925373134328358,0.7093333333333334,0.8273716951788491,0.0010
7500,blobs,IQR,0.9770666666666666,1.0,0.5413333333333333,0.7024221453287197,0.1180
7500,moons,KMeans,0.9781333333333333,0.7813333333333333,0.7813333333333333,0.7813333333333333,8.1605
7500,moons,DBSCAN,0.9978666666666667,0.9786666666666667,0.9786666666666667,0.9786666666666667,0.0464
7500,moons,Isolation Forest,0.9805333333333334,0.8053333333333333,0.8053333333333333,0.8053333333333333,0.3083
7500,moons,Z-Score,0.9822666666666666,1.0,0.6453333333333333,0.7844408427876823,0.0010
7500,moons,IQR,0.9766666666666667,1.0,0.5333333333333333,0.6956521739130435,0.1102
7500,circles,KMeans,0.9688,0.688,0.688,0.688,8.2105
7500,circles,DBSCAN,0.9901333333333333,0.9659442724458205,0.832,0.8939828080229226,0.0528
7500,circles,Isolation Forest,0.9786666666666667,0.7866666666666666,0.7866666666666666,0.7866666666666666,0.3034
7500,circles,Z-Score,0.9844,1.0,0.688,0.8151658767772512,0.0010
7500,circles,IQR,0.9830666666666666,1.0,0.6613333333333333,0.7961476725521669,0.1098
8000,normal,KMeans,0.96925,0.6925,0.6925,0.6925,9.4504
8000,normal,DBSCAN,0.98725,0.8743718592964824,0.87,0.8721804511278195,0.0793
8000,normal,Isolation Forest,0.987,0.87,0.87,0.87,0.2880
8000,normal,Z-Score,0.983,0.8055555555555556,0.87,0.8365384615384616,0.0010
8000,normal,IQR,0.93425,0.4274193548387097,0.9275,0.5851735015772871,0.1200
8000,blobs,KMeans,0.9865,0.865,0.865,0.865,9.5538
8000,blobs,DBSCAN,0.95825,1.0,0.165,0.2832618025751073,0.2579
8000,blobs,Isolation Forest,0.98825,0.8825,0.8825,0.8825,0.3007
8000,blobs,Z-Score,0.985375,1.0,0.7075,0.828696925329429,0.0010
8000,blobs,IQR,0.96675,1.0,0.335,0.50187265917603,0.1163
8000,moons,KMeans,0.97725,0.7725,0.7725,0.7725,9.4553
8000,moons,DBSCAN,0.961375,1.0,0.2275,0.37067209775967414,0.1148
8000,moons,Isolation Forest,0.9845,0.845,0.845,0.845,0.3110
8000,moons,Z-Score,0.985875,1.0,0.7175,0.8355167394468704,0.0010
8000,moons,IQR,0.982375,0.9923954372623575,0.6525,0.7873303167420814,0.1167
8000,circles,KMeans,0.97025,0.7025,0.7025,0.7025,9.5491
8000,circles,DBSCAN,0.983375,0.8467532467532467,0.815,0.8305732484076433,0.0568
8000,circles,Isolation Forest,0.98175,0.8175,0.8175,0.8175,0.3035
8000,circles,Z-Score,0.9855,0.9765100671140939,0.7275,0.833810888252149,0.0010
8000,circles,IQR,0.973375,0.7110609480812641,0.7875,0.7473309608540926,0.1181
8500,normal,KMeans,0.9705882352941176,0.7058823529411765,0.7058823529411765,0.7058823529411765,10.2610
8500,normal,DBSCAN,0.9705882352941176,1.0,0.4117647058823529,0.5833333333333334,0.1904
8500,normal,Isolation Forest,0.9863529411764705,0.8635294117647059,0.8635294117647059,0.8635294117647059,0.2957
8500,normal,Z-Score,0.9825882352941177,0.8043956043956044,0.8611764705882353,0.8318181818181818,0.0010
8500,normal,IQR,0.9297647058823529,0.41041666666666665,0.9270588235294117,0.5689530685920577,0.1290
8500,blobs,KMeans,0.9727058823529412,0.7270588235294118,0.7270588235294118,0.7270588235294118,10.3035
8500,blobs,DBSCAN,0.9622352941176471,1.0,0.2447058823529412,0.3931947069943289,0.1607
8500,blobs,Isolation Forest,0.9816470588235294,0.8164705882352942,0.8164705882352942,0.8164705882352942,0.3148
8500,blobs,Z-Score,0.9832941176470589,0.9764309764309764,0.6823529411764706,0.8033240997229917,0.0010
8500,blobs,IQR,0.977764705882353,1.0,0.5552941176470588,0.7140695915279879,0.1244
8500,moons,KMeans,0.9734117647058823,0.7341176470588235,0.7341176470588235,0.7341176470588235,10.2718
8500,moons,DBSCAN,0.9538823529411765,1.0,0.07764705882352942,0.14410480349344978,0.1382
8500,moons,Isolation Forest,0.9802352941176471,0.8023529411764706,0.8023529411764706,0.8023529411764706,0.3226
8500,moons,Z-Score,0.9811764705882353,1.0,0.6235294117647059,0.7681159420289855,0.0010
8500,moons,IQR,0.978,1.0,0.56,0.717948717948718,0.1243
8500,circles,KMeans,0.9668235294117647,0.668235294117647,0.668235294117647,0.668235294117647,10.1496
8500,circles,DBSCAN,0.9950588235294118,0.9705159705159705,0.9294117647058824,0.9495192307692307,0.0535
8500,circles,Isolation Forest,0.9818823529411764,0.8188235294117647,0.8188235294117647,0.8188235294117647,0.3199
8500,circles,Z-Score,0.9830588235294118,1.0,0.6611764705882353,0.7960339943342776,0.0010
8500,circles,IQR,0.9667058823529412,1.0,0.3341176470588235,0.5008818342151675,0.1235
9000,normal,KMeans,0.9717777777777777,0.7177777777777777,0.7177777777777777,0.7177777777777777,11.3904
9000,normal,DBSCAN,0.9693333333333334,0.9943181818181818,0.3888888888888889,0.5591054313099042,0.2509
9000,normal,Isolation Forest,0.9893333333333333,0.8933333333333333,0.8933333333333333,0.8933333333333333,0.3063
9000,normal,Z-Score,0.9852222222222222,0.8350951374207188,0.8777777777777778,0.8559046587215602,0.0010
9000,normal,IQR,0.9336666666666666,0.425531914893617,0.9333333333333333,0.5845511482254697,0.1351
9000,blobs,KMeans,0.9722222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,11.2284
9000,blobs,DBSCAN,0.9515555555555556,1.0,0.03111111111111111,0.0603448275862069,0.2776
9000,blobs,Isolation Forest,0.9824444444444445,0.8244444444444444,0.8244444444444444,0.8244444444444444,0.3462
9000,blobs,Z-Score,0.9837777777777778,1.0,0.6755555555555556,0.8063660477453581,0.0010
9000,blobs,IQR,0.9687777777777777,1.0,0.37555555555555553,0.5460420032310178,0.1304
9000,moons,KMeans,0.9737777777777777,0.7377777777777778,0.7377777777777778,0.7377777777777778,11.3594
9000,moons,DBSCAN,0.994,0.9419642857142857,0.9377777777777778,0.9398663697104677,0.0651
9000,moons,Isolation Forest,0.982,0.82,0.82,0.82,0.3358
9000,moons,Z-Score,0.9823333333333333,1.0,0.6466666666666666,0.7854251012145749,0.0011
9000,moons,IQR,0.9782222222222222,1.0,0.5644444444444444,0.7215909090909091,0.1314
9000,circles,KMeans,0.9666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,11.2191
9000,circles,DBSCAN,0.9963333333333333,0.977116704805492,0.9488888888888889,0.9627959413754228,0.0568
9000,circles,Isolation Forest,0.9786666666666667,0.7866666666666666,0.7866666666666666,0.7866666666666666,0.3373
9000,circles,Z-Score,0.9818888888888889,1.0,0.6377777777777778,0.7788331071913162,0.0010
9000,circles,IQR,0.9733333333333334,1.0,0.4666666666666667,0.6363636363636364,0.1296
9500,normal,KMeans,0.9711578947368421,0.7115789473684211,0.7115789473684211,0.7115789473684211,12.8362
9500,normal,DBSCAN,0.9798947368421053,0.7535714285714286,0.888421052631579,0.8154589371980676,0.0786
9500,normal,Isolation Forest,0.9871578947368421,0.871578947368421,0.871578947368421,0.871578947368421,0.3130
9500,normal,Z-Score,0.9825263157894737,0.7976878612716763,0.871578947368421,0.8329979879275654,0.0010
9500,normal,IQR,0.9442105263157895,0.4707757704569607,0.9326315789473684,0.6257062146892656,0.1406
9500,blobs,KMeans,0.992421052631579,0.9242105263157895,0.9242105263157895,0.9242105263157895,12.3358
9500,blobs,DBSCAN,0.9654736842105263,1.0,0.3094736842105263,0.47266881028938906,0.2402
9500,blobs,Isolation Forest,0.9898947368421053,0.8989473684210526,0.8989473684210526,0.8989473684210526,0.3332
9500,blobs,Z-Score,0.9807368421052631,1.0,0.6147368421052631,0.7614080834419817,0.0010
9500,blobs,IQR,0.7901052631578948,0.1367766618842659,0.6021052631578947,0.22291504286827749,0.1460
9500,moons,KMeans,0.9747368421052631,0.7473684210526316,0.7473684210526316,0.7473684210526316,12.6302
9500,moons,DBSCAN,0.9923157894736843,0.9407894736842105,0.9031578947368422,0.9215896885069818,0.0685
9500,moons,Isolation Forest,0.9812631578947368,0.8126315789473684,0.8126315789473684,0.8126315789473684,0.3362
9500,moons,Z-Score,0.9832631578947368,1.0,0.6652631578947369,0.7989886219974716,0.0010
9500,moons,IQR,0.9774736842105263,1.0,0.5494736842105263,0.7092391304347826,0.1418
9500,circles,KMeans,0.9713684210526315,0.7136842105263158,0.7136842105263158,0.7136842105263158,12.4821
9500,circles,DBSCAN,0.9613684210526315,1.0,0.22736842105263158,0.3704974271012007,0.1148
9500,circles,Isolation Forest,0.9831578947368421,0.8315789473684211,0.8315789473684211,0.8315789473684211,0.3332
9500,circles,Z-Score,0.985578947368421,1.0,0.7115789473684211,0.8314883148831488,0.0010
9500,circles,IQR,0.9798947368421053,1.0,0.5978947368421053,0.7483530961791831,0.1387
10000,normal,KMeans,0.9718,0.718,0.718,0.718,14.0578
10000,normal,DBSCAN,0.969,0.9947916666666666,0.382,0.5520231213872833,0.2103
10000,normal,Isolation Forest,0.987,0.87,0.87,0.87,0.3350
10000,normal,Z-Score,0.983,0.8044280442804428,0.872,0.836852207293666,0.0010
10000,normal,IQR,0.931,0.414568345323741,0.922,0.5719602977667494,0.1486
10000,blobs,KMeans,0.99,0.9,0.9,0.9,13.9393
10000,blobs,DBSCAN,0.967,0.9941860465116279,0.342,0.5089285714285714,0.2927
10000,blobs,Isolation Forest,0.9862,0.862,0.862,0.862,0.3388
10000,blobs,Z-Score,0.9856,1.0,0.712,0.8317757009345794,0.0010
10000,blobs,IQR,0.9768,1.0,0.536,0.6979166666666666,0.1489
10000,moons,KMeans,0.9726,0.726,0.726,0.726,14.0314
10000,moons,DBSCAN,0.9965,0.9678068410462777,0.962,0.9648946840521565,0.0675
10000,moons,Isolation Forest,0.98,0.8,0.8,0.8,0.3512
10000,moons,Z-Score,0.9811,1.0,0.622,0.7669543773119606,0.0010
10000,moons,IQR,0.9773,1.0,0.546,0.7063389391979301,0.1443
10000,circles,KMeans,0.9658,0.658,0.658,0.658,13.8347
10000,circles,DBSCAN,0.9627,1.0,0.254,0.405103668261563,0.1313
10000,circles,Isolation Forest,0.9772,0.772,0.772,0.772,0.3471
10000,circles,Z-Score,0.9835,1.0,0.67,0.8023952095808383,0.0010
10000,circles,IQR,0.9747,1.0,0.494,0.6613119143239625,0.1461
